,start_datetime,end_datetime,start_frequency,end_frequency,flare_location,flare_region,importance,cme_datetime,cpa,width,speed,plot,is_halo,width_lower_bound
94,2000-11-03 18:35:00,2000-11-03 18:45:00,4000,2500,N02W02,9213,C3.2,2000-11-03 18:26:00,NaN,360,291,PHTX,True,False
95,2000-11-08 23:20:00,2000-11-09 12:00:00,4000,200,N10W77,9213,M7.4,2000-11-08 23:06:00,271,170,1738,PHTX,False,True
96,2000-11-09 16:15:00,2000-11-11 04:00:00,10000,40,S11E10,9221,M1.0,NaN,NaN,NaN,NaN,PHTX,False,False
97,2000-11-12 14:25:00,2000-11-12 14:40:00,3000,2000,S14E05,9227,C4.4,2000-11-12 14:50:00,257,50,581,PHTX,False,False
98,2000-11-23 08:16:00,2000-11-23 08:35:00,14000,9000,S26W40,9238,C5.4,2000-11-23 06:06:00,NaN,360,492,PHTX,True,False
99,2000-11-23 21:00:00,2000-11-23 21:06:00,3500,3000,S20E60,9239,C7.9,2000-11-23 21:30:00,124,148,1198,PHTX,False,False
100,2000-11-24 05:10:00,2000-11-24 15:00:00,14000,100,N20W05,9236,X2.0,2000-11-24 05:30:00,NaN,360,1289,PHTX,True,False
101,2000-11-24 15:25:00,2000-11-24 22:00:00,14000,200,N22W07,9236,X2.3,2000-11-24 15:30:00,NaN,360,1245,PHTX,True,False
102,2000-11-24 22:24:00,2000-11-24 22:36:00,4000,3000,N21W14,9236,X1.8,2000-11-24 22:06:00,NaN,360,1005,PHTX,True,False
103,2000-11-25 01:25:00,2000-11-25 02:25:00,14000,3000,N07E50,9240,M8.2,2000-11-25 01:31:00,NaN,360,2519,PHTX,True,False
104,2000-11-25 19:00:00,2000-11-25 19:35:00,6000,2000,N20W23,9236,X1.9,2000-11-25 19:31:00,NaN,360,671,PHTX,True,False
105,2000-11-25 19:55:00,2000-11-25 20:25:00,13000,4000,N20W27,9236,NaN,2000-11-25 21:30:00,345,59,388,PHTX,False,False
106,2000-11-26 17:00:00,2000-11-26 17:15:00,14000,7000,N18W38,9236,X4.0,2000-11-26 17:06:00,NaN,360,980,PHTX,True,False
107,2000-12-28 12:40:00,2000-12-28 13:38:00,14000,1900,NaN,NaN,NaN,2000-12-28 12:06:00,NaN,360,930,PHTX,True,False
108,2001-01-20 19:12:00,2001-01-20 19:16:00,14000,6000,S07E40,9313,M1.2,2001-01-20 19:31:00,NaN,360,839,PHTX,True,False
109,2001-01-20 21:30:00,2001-01-21 00:00:00,14000,500,S07E46,9313,M7.7,2001-01-20 21:30:00,NaN,360,1507,PHTX,True,False
110,2001-01-26 12:06:00,2001-01-26 14:20:00,14000,400,S23W57,9320,C1.6,2001-01-26 12:06:00,276,176,928,PHTX,False,False
111,2001-01-28 15:45:00,2001-01-28 17:00:00,14000,200,S04W59,9313,M1.5,2001-01-28 15:54:00,NaN,360,916,PHTX,True,False
112,2001-02-11 01:40:00,2001-02-11 01:55:00,12000,5500,N24W57,9346,C6.5,2001-02-11 01:31:00,NaN,360,1183,PHTX,True,False
113,2001-03-10 04:18:00,2001-03-10 04:32:00,14000,4000,N27W42,9368,M6.7,2001-03-10 04:26:00,297,81,819,PHTX,False,False
114,2001-03-12 05:35:00,2001-03-12 05:45:00,3000,1500,NaN,NaN,NaN,2001-03-12 05:50:00,233,48,829,PHTX,False,False
115,2001-03-27 02:35:00,2001-03-27 03:15:00,6000,1000,N14E17,9393,C7.3,2001-03-27 02:06:00,154,60,300,PHTX,False,False
116,2001-03-27 15:00:00,2001-03-27 15:20:00,4000,1500,N15E14,9393,C5.6,2001-03-27 17:06:00,46,66,340,PHTX,False,False
117,2001-03-29 10:12:00,2001-03-30 06:00:00,4000,60,N20W19,9393,X1.7,2001-03-29 10:26:00,NaN,360,942,PHTX,True,False
118,2001-04-02 11:30:00,2001-04-02 12:00:00,14000,5000,N20W70,9393,X1.1,2001-04-02 11:26:00,270,80,992,PHTX,False,False
119,2001-04-02 22:05:00,2001-04-03 02:30:00,14000,250,N19W72,9393,X20.,2001-04-02 22:06:00,261,244,2505,PHTX,False,False
120,2001-04-03 03:40:00,2001-04-03 07:25:00,14000,400,S21E83,9415,X1.2,2001-04-03 03:26:00,108,292,1613,PHTX,False,False
121,2001-04-04 09:50:00,2001-04-04 10:10:00,13000,3000,S21E68,9415,M1.6,2001-04-04 09:50:00,86,89,1065,PHTX,False,False
122,2001-04-05 00:00:00,2001-04-05 00:00:00,14000,7500,N14W85,9393,M8.4,2001-04-05 09:06:00,283,205,1750,PHTX,False,False
123,2001-04-06 19:35:00,2001-04-07 01:50:00,14000,230,S21E31,9415,X5.6,2001-04-06 19:30:00,NaN,360,1270,PHTX,True,False
124,2001-04-09 15:53:00,2001-04-10 01:00:00,12000,100,S21W04,9415,M7.9,2001-04-09 15:54:00,NaN,360,1192,PHTX,True,False
125,2001-04-10 05:24:00,2001-04-11 00:00:00,14000,100,S23W09,9415,X2.3,2001-04-10 05:30:00,NaN,360,2411,PHTX,True,False
126,2001-04-11 13:15:00,2001-04-11 14:15:00,14000,1500,S22W27,9415,M2.3,2001-04-11 13:31:00,NaN,360,1103,PHTX,True,False
127,2001-04-12 10:20:00,2001-04-12 10:40:00,14000,7000,S19W43,9415,X2.0,2001-04-12 10:31:00,NaN,360,1184,PHTX,True,False
128,2001-04-15 14:05:00,2001-04-16 13:00:00,14000,40,S20W85,9415,X14.,2001-04-15 14:06:00,245,167,1199,PHTX,False,False
129,2001-04-18 02:55:00,2001-04-18 14:00:00,1000,100,SW90b,NaN,C2.2,2001-04-18 02:30:00,NaN,360,2465,PHTX,True,False
130,2001-04-26 12:40:00,2001-04-28 05:00:00,5000,20,N20W05,9433,M1.5,2001-04-26 12:30:00,NaN,360,1006,PHTX,True,False
131,2001-05-07 12:00:00,2001-05-07 13:50:00,2000,280,NW90b,NaN,NaN,2001-05-07 12:06:00,286,205,1223,PHTX,False,False
132,2001-05-12 23:52:00,2001-05-13 00:12:00,3000,1000,S17E00,9455,M3.0,2001-05-13 02:21:00,190,132,527,PHTX,False,False
133,2001-05-30 00:25:00,2001-05-30 01:38:00,14000,1000,E90b,9481,NaN,2001-05-30 00:06:00,70,216,2087,PHTX,False,False
134,2001-06-15 10:50:00,2001-06-15 11:15:00,7000,3000,S26E41,9502,M6.3,2001-06-15 10:31:00,185,119,1090,PHTX,False,False
135,2001-06-15 16:05:00,2001-06-15 16:20:00,14000,3500,W90b,NaN,NaN,2001-06-15 15:56:00,NaN,360,1701,PHTX,True,False
136,2001-08-16 00:10:00,2001-08-15 08:40:00,5400,200,NaN,NaN,NaN,2001-08-15 23:54:00,NaN,360,1575,PHTX,True,False
137,2001-08-25 16:50:00,2001-08-25 23:00:00,8000,170,S17E34,9591,X5.3,2001-08-25 16:50:00,NaN,360,1433,PHTX,True,False
138,2001-08-30 20:43:00,2001-08-30 20:47:00,12000,10000,N15E44,9601,M3.0,2001-08-30 21:26:00,82,76,351,PHTX,False,False
139,2001-09-03 18:48:00,2001-09-03 19:00:00,12000,7500,S23E90,9607,M2.5,2001-09-03 18:35:00,127,207,1352,PHTX,False,False
140,2001-09-15 11:50:00,2001-09-15 12:05:00,14000,6000,S21W49,9608,M1.5,2001-09-15 11:54:00,263,130,478,PHTX,False,False
141,2001-09-16 13:50:00,2001-09-16 14:10:00,3000,2000,S13E15,9616,C8.9,2001-09-16 14:30:00,131,68,584,PHTX,False,False
142,2001-09-17 08:35:00,2001-09-17 08:47:00,14000,5400,S14E04,9616,M1.5,2001-09-17 08:54:00,198,166,1009,PHTX,False,False
143,2001-09-20 18:43:00,2001-09-20 18:57:00,14000,10000,N09W11,9631,M1.5,2001-09-20 19:31:00,306,207,446,PHTX,False,False
144,2001-09-24 10:45:00,2001-09-25 20:00:00,7000,30,S16E23,9632,X2.6,2001-09-24 10:30:00,NaN,360,2402,PHTX,True,False
145,2001-09-27 08:15:00,2001-09-28 07:00:00,4000,80,S15W40,EP,C9.5,2001-09-27 08:06:00,224,138,669,PHTX,False,False
146,2001-10-01 07:00:00,2001-10-01 18:30:00,1000,150,S24W81,9628,M9.1,2001-10-01 05:30:00,NaN,360,1405,PHTX,True,False
147,2001-10-05 11:35:00,2001-10-05 12:55:00,1400,500,SW90b,NaN,NaN,2001-10-05 10:30:00,NaN,360,1537,PHTX,True,False
148,2001-10-09 11:15:00,2001-10-09 16:00:00,8000,200,S28E08,9653,M1.4,2001-10-09 11:30:00,NaN,360,973,PHTX,True,False
149,2001-10-09 11:20:00,2001-10-09 11:55:00,14000,2000,S28E08,9653,NaN,NaN,NaN,NaN,NaN,PHTX,False,False
150,2001-10-09 13:10:00,2001-10-09 23:00:00,5000,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,PHTX,False,False
151,2001-10-19 01:15:00,2001-10-19 02:25:00,14000,1300,N16W18,9661,X1.6,2001-10-19 01:27:00,NaN,360,558,PHTX,True,False
152,2001-10-19 16:45:00,2001-10-21 16:40:00,14000,30,N15W29,9661,X1.6,2001-10-19 16:50:00,NaN,360,901,PHTX,True,False
153,2001-10-22 15:15:00,2001-10-22 17:40:00,8000,1200,S21E18,9672,M6.7,2001-10-22 15:06:00,NaN,360,1336,PHTX,True,False
154,2001-10-25 15:30:00,2001-10-27 23:00:00,14000,30,S16W21,9672,X1.3,2001-10-25 15:26:00,NaN,360,1092,PHTX,True,False
155,2001-11-04 16:30:00,2001-11-06 11:00:00,14000,70,N06W18,9684,X1.0,2001-11-04 16:35:00,NaN,360,1810,PHTX,True,False
156,2001-11-17 05:35:00,2001-11-17 06:40:00,11000,1700,S13E42,9704,M2.8,2001-11-17 05:30:00,NaN,360,1379,PHTX,True,False
157,2001-11-22 20:50:00,2001-11-22 22:23:00,8000,1000,S25W67,9698,M3.8,2001-11-22 20:30:00,NaN,360,1443,PHTX,True,False
158,2001-11-22 22:40:00,2001-11-24 02:30:00,14000,40,S17W36,9704,M9.9,2001-11-22 23:30:00,NaN,360,1437,PHTX,True,False
159,2001-12-11 12:45:00,2001-12-11 17:00:00,4500,750,SW90b,NaN,NaN,2001-12-11 09:54:00,263,121,891,PHTX,False,False
160,2001-12-25 11:25:00,2001-12-25 12:40:00,14000,1000,SE90b,NaN,NaN,2001-12-25 11:30:00,NaN,360,1773,PHTX,True,False
161,2001-12-26 05:20:00,2001-12-27 05:00:00,14000,150,N08W54,9742,M7.1,2001-12-26 05:30:00,281,212,1446,PHTX,False,True
162,2001-12-28 20:35:00,2001-12-29 03:00:00,14000,350,S26E90,9756,X3.4,2001-12-28 20:30:00,NaN,360,2216,PHTX,True,False
163,2001-12-29 20:45:00,2001-12-29 21:05:00,3000,1500,NaN,NaN,NaN,2001-12-29 20:30:00,297,211,819,PHTX,False,True
164,2002-01-08 18:30:00,2002-01-10 00:00:00,14000,90,NE90b,NaN,NaN,2002-01-08 17:54:00,NaN,360,1794,PHTX,True,False
165,2002-01-14 06:25:00,2002-01-14 21:30:00,12000,100,S28W83,9772,M4.4,2002-01-14 05:35:00,NaN,360,1492,PHTX,True,False
166,2002-01-27 12:49:00,2002-01-27 13:25:00,14000,3000,NaN,NaN,NaN,2002-01-27 12:30:00,NaN,360,1136,PHTX,True,False
167,2002-02-01 19:23:00,2002-02-01 19:31:00,14000,11000,NaN,NaN,NaN,2002-02-01 19:54:00,350,89,448,PHTX,False,False
168,2002-02-21 12:35:00,2002-02-21 12:50:00,4000,1500,N16W79,9825,M3.9,2002-02-21 12:54:00,275,108,358,PHTX,False,False
169,2002-03-11 00:00:00,2002-03-11 00:15:00,14000,8000,S11E90,9866,M2.3,2002-03-10 23:06:00,NaN,360,1429,PHTX,True,False
170,2002-03-12 00:00:00,2002-03-12 02:20:00,14000,2200,S15E45,NaN,M5.0,2002-03-11 23:30:00,NaN,360,950,PHTX,True,False
171,2002-03-15 22:45:00,2002-03-15 23:30:00,14000,6000,S08W03,9866,M2.2,2002-03-15 23:06:00,NaN,360,957,PHTX,True,False
172,2002-03-17 06:00:00,2002-03-17 06:35:00,3000,1000,S20E24,9871,C3.1,2002-03-17 04:06:00,141,56,658,PHTX,False,False
173,2002-03-18 02:55:00,2002-03-18 05:35:00,14000,1000,S15W22,9873,M1.0,2002-03-18 02:54:00,NaN,360,989,PHTX,True,False
174,2002-03-22 11:30:00,2002-03-22 12:40:00,14000,500,S09W90,9866,M1.6,2002-03-22 11:06:00,NaN,360,1750,PHTX,True,False
175,2002-03-22 13:10:00,2002-03-22 13:35:00,3000,2000,S00W90,9866,M1.6,2002-03-22 12:30:00,243,120,875,PHTX,False,False
176,2002-04-10 12:59:00,2002-04-10 13:02:00,13000,12000,N15W14,9893,M8.2,2002-04-10 13:27:00,340,159,650,PHTX,False,False
177,2002-04-14 07:50:00,2002-04-14 08:10:00,14000,8000,N19W57,9893,C9.6,2002-04-14 07:50:00,323,76,757,PHTX,False,False
178,2002-04-15 03:35:00,2002-04-15 04:15:00,11000,1500,S15W01,9906,M1.2,2002-04-15 03:50:00,NaN,360,720,PHTX,True,False
179,2002-04-17 08:30:00,2002-04-19 04:00:00,5000,40,S14W34,9906,M2.6,2002-04-17 08:26:00,NaN,360,1240,PHTX,True,False
180,2002-04-21 01:30:00,2002-04-22 00:00:00,10000,60,S14W84,9906,X1.5,2002-04-21 01:27:00,NaN,360,2393,PHTX,True,False
181,2002-04-30 14:15:00,2002-04-30 14:23:00,4000,2500,S16E77,9934,C3.2,2002-04-30 14:26:00,92,90,618,PHTX,False,False
